Site_ID,Date,Time,Latitude,Longitude,Air_temp,Cloud_perc,Wind_km.hr,Field_team,Secchi_m,Depth_m,Max_depth_m,DO_calibration_perc,Surface_temp,Surface_DO_sat,Surface_DO_mg.L,Surface_cond,Surface_sal_ppt,Surface_pH,Deep_temp,Deep_DO_sat,Deep_DO_mg.L,Deep_cond,Deep_sal_ppt,Deep_pH,TDS_mg.L,YSI_atm,Core_length_cm,Sediment_depth,Bottle1_temp_in,Bottle1_temp_out,Bottle2_temp_in,Bottle2_temp_out,Tows,Floating_chamber,Chl_total,Chla,Surface_NH3_mg.N.L,Surface_SRP_mg.P.L,Surface_Nitrate_Nitrite_ug.N.L,Surface_TP_mg.P.L,Surface_TN_ug.N.L,Surface_DIC_mg.L,Surface_DIC_uM,Surface_DOC_mg.L,Surface_DOC_uM,Surface_DIN_ug.N.L,Surface_NP_ratio,Surface_TN_TP,Deep_NH3_mg.N.L,Deep_SRP_mg.P.L,Deep_Nitrate_Nitrite_ug.N.L,Deep_TP_mg.P.L,Deep_TN_ug.N.L,Deep_DIC_mg.L,Deep_DIC_uM,Deep_DOC_mg.L,Deep_DOC_uM,SO4_mg.L,Alk_mg.L,Chloride_mg.L,MC_ug.L,pCO2,CO2_uM,CO2_uM_error,pCH4,CH4_uM,CH4_uM_error,pN2O,N2O_nM,N2O_nM_error,d15N_bulk,d13C_bulk,mgN_bulk,mgC_bulk,PercentN_bulk,PercentC_bulk,Sediment_C_N,d15N_org,d13C_org,mgN_org,mgC_org,PercentN_org,PercentC_org,Sediment_C_N_org,d15N_bulk_POM,d13C_bulk_POM,ugN_bulk_POM,ugC_bulk_POM,PercentN_bulk_POM,PercentC_bulk_POM,C_N_POM,d2H,d18O,EtoI,Regime,Water_source,Residence_time,Water_class,d_excess,delI18O,delI2H,Inflow,Land_use,Age_years,B_F_max,B_F_min,Rn_dpm.L,Elevation_m,Area_m2,Perimeter_m,Volume_m3,SI,General_comments
56A,2018-07-11,12:40:00,49.98364,-105.28638,20.1,80,29.2,"WB, RR",0.74,3,3,95.5,21.8,90.8,7.81,3640,2.05,8.62,7.4,2.6,0.28,7927,6.2,7.71,2041.835865,697.8,NA,NA,21.7,23,21.7,22.8,3,N,7.406546092,6.424994575,0.06,0.01,7.51,0.05,1860,46.621,3881.84846,23.641,1968.442964,67.51,186,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356.1,258.39,109.97,0.121935587,360.1431979,12.03979688,0.236890052,31.27081616,0.041760562,0.019345003,0.288635188,7.140513036,0.278939932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.638435884,-30.20610165,33.47309743,145.8505315,0.557884957,2.430842192,5.083454072,-87.1,-8.24,0.347398476,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,0.018981254,0,2.518380284,708,610,142,1762.5,NA,NA
56B,2018-07-11,13:47:00,49.98269,-105.30227,25.8,75,4,"WB, RR",0.71,1.6,1.5,91.4,22.2,81.2,6.96,3751,2.1,8.49,21.1,77.7,6.67,3752,2.11,8.49,2105.715454,698.6,NA,NA,22.2,23,22.2,22.6,2,N,32.56267878,27.65595328,0.08,0.11,5.37,0.17,2520,65.795,5478.351374,32.742,2726.228143,85.37,22.909,14.823529411764705,NA,NA,NA,NA,NA,NA,NA,NA,NA,2844.45,346.1,70,NA,790.9391586,26.15017519,0.706366211,114.1355025,0.151238405,0.009898493,0.239841041,5.868503306,0.043587445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.586245455,-30.44655527,43.64742621,293.0825837,0.727457104,4.884709729,7.833902494,-87,-9.45,0.171670639,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,0.004830875,0,3.516715937,702,13500,586,20410.368,NA,NA
23A,2018-07-12,12:50:00,50.48915,-104.50243,29.4,10,1,"SE, RR",NA,1.8,1.5,100.6,25.8,200.7,16.32,205.1,0.1,10.16,17.6,1.4,0.14,248.7,0.14,7.11,104.5475367,709.5,NA,NA,21.8,25.4,21.8,25.2,5,N,286.5162271,290.0225639,0.14,0.01,11.15,0.04,1410,15.851,1319.816819,15.997,1331.973356,151.15,141,35.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,20.9,0.075015826,38.80488757,1.204265022,0.182407877,403.0213139,0.521576372,0.196711558,0.207076735,4.695470671,0.064345295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.284523285,-16.37180742,69.81507449,348.7478732,1.163584575,5.812464553,5.827860555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020576066,0.002580475,NA,600,1875,168,2379.456,NA,NA
32A,2018-07-12,10:20:00,50.43926,-103.67132,24.1,0,6.2,"SE, RR",0.86,2.6,2.5,94.4,22.2,95.1,8.25,1951,1.06,8.72,11.9,0.5,0.05,3877,2.79,7.15,1074.447773,707.8,NA,NA,21.9,22.3,21.9,22.2,3,N,14.62976961,13.59589184,0.11,0.51,16.68,0.57,2380,63.358,5275.437136,28.143,2343.297252,126.68,4.667,4.175438596491229,NA,NA,NA,NA,NA,NA,NA,NA,NA,771.51,335.47,42.03,0.080522757,472.9210883,16.08165633,0.857429543,176.2692067,0.241501013,0.009585394,0.274165097,6.838467081,0.018833791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28940259,-33.57910132,41.29470781,225.185418,0.68824513,3.7530903,6.361985226,-80.3,-7.08,0.448920109,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.026852752,0.00134146,3.145427035,609,650,100,960.128,NA,filamentous algae
32B,2018-07-12,11:18:00,50.44346,-103.65916,26.5,10,6.9,"SE, RR",0.58,2.2,2,88,22.5,78.6,6.76,1758,0.94,8.99,19.1,0.8,0.07,1704,0.96,8.42,964.4614378,706.9,NA,NA,21.3,22.6,21.3,22.7,3,N,18.60331235,16.79238675,0.07,0.54,7.36,0.58,2080,50.303,4188.426311,23.735,1976.269775,77.36,3.852,3.5862068965517246,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.56,283.41,34.77,0.121445475,287.3257361,9.686585694,1.355215752,414.9800167,0.565420315,0.080422179,0.275256365,6.80137592,0.020804009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.882388947,-30.69468559,43.06387102,271.1375301,0.717731184,4.518958835,7.345533761,-72.5,-6.06,0.463954078,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,0.00533019,0.001287167,3.408485976,624,800,116,1241.064,NA,NA
32C,2018-07-12,09:26:00,50.4417,-103.67534,21.8,0,10.2,"SE, RR",1.2,2,2,91.1,21.4,77.3,6.79,2513,1.4,9.03,20.6,31.8,2.94,2489,1.4,8.91,1395.371109,707.8,NA,NA,21.3,21.1,21.3,21.1,5,N,7.961483247,7.952667687,0.06,0.16,196.63,0.21,2390,45.867,3819.067444,24.526,2042.131557,256.63,14.938,11.380952380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284.77,267.8,49.93,0.093656476,214.231149,7.423711441,1.132920548,368.0747112,0.509502037,0.093758052,0.27109369,6.910811467,0.066335657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13198551,-25.86707916,35.54869228,137.9656364,0.592478205,2.299427273,4.527871456,-72.6,-5.95,0.494336967,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.001287167,4.33097e-4,NA,609,600,144,2022,NA,NA
14A,2018-07-13,09:40:00,51.04927,-104.6513,23.3,0,6.2,"SE, AK",1.64,4,3.5,108.7,21.4,48.3,4.08,4387,2.48,8.3,10,0.5,0.05,6276,4.86,7.93,2472.443004,714.4,NA,NA,21.4,22,21.4,22.6,3,N,2.3893958,2.147060513,0.08,2.89,2967.72,3.8,9300,96.088,8000.666112,45.595,3796.41965,3047.72,3.218,2.447368421052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501.16,524.47,69.15,0,1530.72934,52.51529952,6.970282668,188.7160641,0.256893246,0.053082415,6.583757088,168.3215425,42.34730557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.14918194,-32.56989273,29.16345813,195.5630838,0.486057635,3.259384729,7.823383978,-69.4,-5.94,0.395953877,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.01549119,-0.002195538,NA,548,1000,182,4920,NA,macrophytes and reeds at ripirian
14B,2018-07-13,10:30:00,50.99784,-104.68556,26.7,10,2.4,"SE, AK",2.23,2.3,2,92.3,23,74.3,6.35,1024,0.53,8.69,18.8,1.9,0.11,1024,0.58,8.28,547.2233385,712.5,NA,NA,23,23.1,23,22.9,2,N,1.250374194,0.619299755,0.03,0.14,236.96,0.18,2530,41.572,3461.448793,26.508,2207.160699,266.96,18.071,14.055555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.25,202.53,7.15,0.104049749,428.1225735,14.38473868,0.3372565,329.0508436,0.449296932,0.066418273,0.444302572,10.93073463,0.545557735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.957118198,-24.16728046,16.35761153,92.15666175,0.272626859,1.535944362,6.572848681,-89.3,-9.08,0.271567614,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0.008874044,9.27902e-4,NA,563,1450,190,2976.476,NA,"lota of dense, submerged macrophytes, lots of snails living on macrophytes"
68A,2018-07-13,12:15:00,50.63651,-104.68465,32,10,3.9,"SE, AK",0.36,0.36,0,95.9,25.8,124.3,10.6,276.6,0.12,9.36,NA,NA,NA,NA,NA,NA,141.6653466,710.4,NA,NA,25.8,28.3,25.8,27.7,1,N,32.38869487,27.00642905,0.03,0.91,131.11,0.96,2480,30.243,2518.15154,25.507,2123.813489,161.11,2.725,2.5833333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.08,20.28,0.099740993,199.5745071,6.201300939,1.272388926,4595.978509,5.955344024,0.717639895,0.152942333,3.471968725,0.38643167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.063253002,-25.46354438,27.86871894,176.6633577,0.464478649,2.944389295,7.395648543,-59.6,-2.32,1.323380908,NA,rain,NA,NA,NA,NA,NA,NA,Domestic,NA,NA,NA,20.25061077,586,600,116,187.584768,NA,"sampled by wading in, too shallow for canoe"
62E,2018-07-16,10:22:00,50.3102,-106.42397,20.3,15,14,"SE, RR",1.09,2.1,2,77.8,21.3,60.5,5.31,3707,2.12,8.09,20,25.1,2.26,3607,2.12,8.14,2080.389368,704.3,NA,NA,21.1,21.4,21.1,21.5,2,N,9.843256693,9.618551507,0.16,1.09,1010,1.2,6400,76.173,6342.464613,52.871,4402.248127,1170,5.872,5.333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183.63,405.95,335.64,0.423521015,1796.810263,61.41226592,0.54419679,707.2863496,0.960867722,0.006882141,0.525096145,13.30289264,0.016745781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.34738242,-33.33045445,57.80277357,365.1936233,0.96337956,6.086560388,7.370913208,-66.9,-6.15,0.272881962,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,0.00335918,4.06482e-4,2.015198661,704,700,250,5815.908,NA,filamentous algae
4A,2018-08-08,09:26:00,50.33809,-104.48415,24.5,0,3.5,"SE, WB",0.71,1.6,2,92.2,20.5,76.6,6.89,215.5,0.11,9,17.5,1,0.09,271,0.15,6.41,109.9295983,710.6,NA,NA,20.5,20.1,20.5,20.1,2,Y,39.07756147,36.55960612,0.09,0.16,12.82,0.22,1880,25.738,2143.04746,21.194,1764.696087,102.82,11.75,8.545454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,118.44,22.27,0.114803053,117.1217798,4.219464465,0.444164698,1412.022167,2.021839342,0.035805626,0.270252647,7.161641016,0.073218834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.755957132,-23.07117067,45.38052905,295.2610894,0.756342151,4.921018156,7.590728406,-74.7,-5.42,0.681429411,NA,rain,NA,NA,NA,NA,NA,NA,Crop,NA,0.005142992,8.19185e-4,4.668170204,577,410,126,1107.968,NA,NA
4D,2018-08-08,10:45:00,50.3523,-104.57443,30.4,0,1.3,"SE, WB",1.6,1.6,1.5,93.8,20.4,73.5,6.63,174.7,0.09,8.99,18.3,1.7,0.17,236.1,0.13,7.36,88.85256497,710.7,NA,NA,NA,NA,NA,NA,1,Y,14.35743284,13.9208689,0.32,0.02,18.96,0.07,2390,22.544,1877.102415,20.691,1722.814321,338.96,119.5,34.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98.82,19.68,0.140349292,546.2144695,19.73850144,0.545576069,225.7272415,0.323914063,0.049951893,0.289566933,7.698865157,0.069961995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.351122534,-23.0285475,30.35698127,167.6844235,0.505949688,2.794740392,6.444376854,-66.8,-4.03,0.833339473,NA,rain,NA,NA,NA,NA,NA,NA,Crop,NA,0.004033848,0.001554802,9.105715381,573,575,126,1107.968,NA,NA
23A,2018-08-09,14:09:00,50.49117,-104.50245,32.5,0,4.4,"AK, WB",0.17,1.3,1,105.1,26.1,179.5,14.82,210.5,0.09,9.96,18.7,0.8,0.08,179.3,0.1,8.4,107.3412911,710.1,NA,NA,26.1,24.1,26.1,24,1,Y,214.2528703,210.1183484,0.13,0.02,5.87,0.04,1590,13.659,1137.302248,19.255,1603.247294,135.87,79.5,39.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77.79,19,0.064459731,56.78856825,1.749836537,0.455472383,271.0056748,0.349182608,0.025216017,0.20635848,4.644527674,0.01924859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113739732,-18.43301022,81.16683505,558.9401105,1.352780584,9.315668508,8.034030095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024301876,0.009253359,6.051213505,600,1875,168,1794.351,NA,NA
66A,2018-08-09,11:44:00,50.12717,-103.86216,31.7,0,0.9,"AK, WB",1.65,2.6,2.5,98.9,23,55.3,4.76,1789,0.94,8.09,9.4,0.4,0.07,2601,1.93,7.4,982.1198954,710.5,NA,NA,23,23,23,22.5,2,Y,9.461575333,8.564597167,0.11,0.01,11.14,0.04,2370,71.534,5956.203164,33.576,2795.670275,121.14,237,59.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.04,350.49,32.32,0.061737225,2267.310487,75.75916911,3.720792581,273.8619624,0.371510635,0.014100254,0.193762472,4.74214355,0.390402315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.787933089,-35.39820518,55.35289053,297.14396,0.922548176,4.952399334,6.262869925,-74.7,-8.04,0.1595006,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,0.013140603,0.002568301,5.667621766,606,570,110,1117.428,NA,water level has dropped since last visit - hobo profile will likely be skewed
66C,2018-08-09,09:57:00,50.13323,-103.85607,27.6,0,2,"AK, WB",0.87,2.5,2.5,94.9,21.8,104.9,9.23,381.4,0.2,8.55,12.5,0.3,0.03,441.6,0.28,6.21,196.4586434,710.4,NA,NA,21.8,NA,21.8,NA,3,Y,51.28143055,44.1878002,0.06,0.00335,5.21,0.04,1410,35.304,2939.550375,18.549,1544.462948,65.21,420.896,35.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.68,20.35,0.1158563,344.9194719,11.96551368,0.638086735,505.6465675,0.705410645,0.018055582,0.245392734,6.24822577,0.052047054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096514814,-29.9134428,55.55966024,378.6542099,0.925994337,6.310903499,7.951150943,-88.9,-8.79,0.310781419,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,0.013369213,0.002114786,4.616676273,608,1350,192,3804.375,NA,NA
4A,2018-09-24,13:53:00,50.3384,-104.48415,5.3,100,13.3,"SE, RR",0.53,1.1,1,92,6.4,85.4,10.55,182.9,0.14,8.29,6.3,81.6,10.09,182.2,0.14,8.17,93.08041719,709.9,NA,NA,6.4,5.8,6.4,5.6,3,N,100.8980823,94.78303683,0.3,0.1,20.68,0.15,2360,33.904,2822.980849,21.929,1825.895087,320.68,23.6,15.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,149.47,21.39,0.072690146,559.5066725,31.81901351,0.582348428,376.8753668,0.75004754,0.080362388,0.267480767,11.46016926,0.060312333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.058063984,-30.63612294,82.47817881,409.2236954,1.374636314,6.820394924,5.788532816,-71.2,-4.63,0.812803357,NA,rain,NA,NA,NA,NA,NA,NA,Crop,NA,7.14e-5,0,NA,577,410,126,809.248,NA,NA
66A,2018-09-24,11:44:00,50.12533,-103.86203,5.9,100,4.2,"SE, RR",1.03,2.4,2.5,94.1,6.5,46.2,5.32,1994,1.02,7.93,8.9,3.1,0.35,5626,3.08,7.26,1098.968131,707.6,NA,NA,6.5,6.2,6.5,6.2,1,N,29.69272412,23.13024753,0.73,0.05,17.35,0.08,2950,79.829,6646.877602,29.478,2454.454621,747.35,59,36.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.32,395.33,35.67,0.088634072,2413.576069,135.6181451,0.68448412300000006,141.7165991,0.278402444,0.005182401,0.212779625,9.000789205,0.062706861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.945952552,-35.9456664,50.51640057,226.2037866,0.841940009,3.770063111,5.224133445,-63.2,-4.94,0.445103166,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,7.72e-5,-0.002634829,NA,606,570,110,1063.872,NA,"wl has dropped significantly, bubble traps are no longer submerged"
66B,2018-09-24,09:45:00,NA,NA,5.9,100,9.9,"SE, RR",0.35,2.5,2.5,58,6,94,11.69,1568,1.27,7.96,5.6,86.2,10.74,1557,1.27,8.11,856.2970016,706.9,NA,NA,6,5.4,6,5.2,2,N,35.4153968,33.84759858,0.08,0.00356,31.89,0.04,2340,66.079,5501.998335,31.904,2656.452956,111.89,657.303,58.49999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,946.59,341.48,43.56,0.042814489,984.7084251,56.1194516,3.468113055,239.3301751,0.474226725,0.057297318,0.29072335,12.50199032,0.11100108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23442015,-37.41171315,57.01243619,318.3554349,0.95020727,5.305923915,6.51462556,-67.6,-5.69,0.399288399,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,1.70154e-4,0,NA,606,1000,168,2766.875,NA,NA
66C,2018-09-24,10:45:00,50.13322,-103.8559,5.5,100,6,"SE, RR",0.34,2.3,2,125.1,6.4,80.5,9.9,303.4,0.23,8.23,6.3,73.8,91.2,302.9,0.23,8.08,155.6403099,707.3,NA,NA,6.4,5.6,6.4,5.5,2,N,100.9524418,87.55597246,0.07,0.00978,4.77,0.05,1470,44.145,3675.686928,20.162,1678.767694,74.77,150.307,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.53,19.79,0.105791657,708.0222735,40.11080734,0.478317299,351.4625491,0.696749802,0.018234597,0.269477707,11.49670826,0.058310063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.760851322,-33.14850324,66.90722285,441.8448185,1.115120381,7.364080309,7.704483905,-87.5,-8.33,0.362890355,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,7.14e-5,0,NA,608,1350,192,3559.641,NA,NA
61B,2018-09-25,10:40:00,NA,NA,NA,98,18,"RR, DB",0.23,2,2,86.5,6.3,96.1,10.63,3757,2.82,8.22,6.3,91.2,10.02,3777,2.82,8.13,2109.169463,712.9,NA,NA,6.3,7,6.3,7.2,1,N,106.6172585,81.080069,0.79,0.00221,141.66,0.03,3440,27.181,2263.197336,32.245,2684.845962,931.66,1556.561,114.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820.31,150.87,120.66,NA,736.8924844,40.56778353,2.079157141,48.46341931,0.091947255,0.009787901,0.43071158,18.28081256,0.909083461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.763223514,-23.34510196,46.05196492,350.2013821,0.767532749,5.836689702,8.871896777,-69.2,-4.43,0.70685701,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,0,0,1.756845895,716,1150,172,2324,NA,"no YSI - took discrete samples to measure at lab, water temperatures measured with thermometer in the field"
61C,2018-09-25,12:00:00,NA,NA,NA,95,22,"RR, DB",0.28,2.5,1.5,86.5,6.8,93.8,9.87,427,0.28,8.39,6.5,85.3,9.12,350.1,0.24,8.26,220.3931909,712.9,NA,NA,6.8,7.4,6.8,7.2,2,N,106.6172585,81.080069,0.73,0.06,35.05,0.08,3040,42.826,3565.861782,25.266,2103.746878,765.05,50.667,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,7007.04,184.71,22.36,NA,639.6130199,35.9960268,0.608605333,144.554632,0.285689126,0.042756834,0.301136165,12.74963466,0.120146003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.878285405,-26.39286442,32.17653162,152.3209906,0.536275527,2.538683176,5.522901736,-78.3,-6.04,0.567987204,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,8.3e-5,7.72e-5,3.170965971,725,1050,110,1196.25,NA,"no YSI - took discrete samples to measure at lab, water temperatures measured with thermometer in the field"
62B,2018-09-25,10:30:00,50.33081,-106.5079,7.8,75,13,"SE, NB",0.11,0.65,0.65,94.5,7.3,81.1,9.55,1252,0.96,8.74,7.2,75.9,9.08,1252,0.96,8.71,676.6498044,704.1,NA,NA,7.3,6.7,7.3,6.6,2,N,108.8427966,99.12217316,0.08,0.01,15.23,0.06,2910,109.234,9095.253955,33.408,2781.681932,95.23,291,48.50000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.8,598.15,25.12,0.067491362,524.3111134,28.50531845,0.863630219,314.4827309,0.602219624,0.064887414,0.276521245,11.29714506,0.117706101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.733016491,-25.97424131,69.92811542,452.5330987,1.16546859,7.542218312,7.549971548,-80.7,-5.61,0.765345282,NA,rain,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,9.73e-5,0,NA,687,1400,158,828.257625,NA,"direct cattle use, wl down from last time"
62C,2018-09-25,11:44:00,50.3171,-106.50484,10.3,15,2.3,"SE, NB",0.1,0.88,0.9,80,7.8,101,11.94,424.6,0.31,9.09,6.7,44.7,5.88,417.3,0.31,8.9,219.1325834,704.4,NA,NA,7.8,8.2,7.8,8.4,2,N,285.3237985,249.7791515,0.19,0.09,11.38,0.15,2010,61.541,5124.146545,22.12,1841.798501,201.38,22.333,13.399999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.62,312.05,26.29,0.086179203,174.2146376,9.348092348,0.167851253,157.5685478,0.299587659,0.00700132,0.227320252,9.157152677,0.054408567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111,-11.87,0.244707678,NA,intermediate,NA,NA,NA,NA,NA,NA,Pasture-livestock,NA,6.7617e-4,5.28819e-4,NA,690,780,130,759.020416,NA,NA
62E,2018-09-25,12:45:00,50.3106,-106.42401,10,30,8.7,"SE, NB",0.56,1.7,1.7,98.6,8.2,74.8,8.6,3424,2.71,8.28,6.4,49.4,6.02,3253,2.71,8.24,1917.636303,703.3,NA,NA,8.2,7.9,8.2,7.8,1,N,18.1570195,12.46032267,3.56,1.16,184.14,1.36,9200,99.96,8323.064113,66.54,5540.383014,3744.14,7.931,6.76470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579.23,518.67,402.2,0.109879227,1519.320614,77.38374748,0.420931973,194.7818474,0.348317218,0.004284336,0.665038797,25.95020356,1.770333569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.92454632,-30.5647258,31.97224078,210.5512148,0.53287068,3.509186913,7.683011197,-70.7,-4.24,0.819620831,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,0.001012597,-3.49711e-4,NA,704,700,250,4827.864,NA,NA
4C,2018-09-26,15:13:00,50.352290000000004,-104.57451,14.9,98,11.1,"RR, NB",0.18,0.8,0.8,93.2,8.9,79.6,9.24,378.4,0.18,8.27,8.9,77.8,9.06,378.4,0.18,8.26,194.8854858,707.4,NA,NA,8.9,9.5,8.9,9.2,3,N,33.45588842,30.58244708,0.05,0.00166,5.18,0.02,1740,30.796,2564.196503,16.736,1393.505412,55.18,1048.193,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166.89,27.79,0.117837768,551.9509467,28.62827848,0.781850933,202.9263623,0.376701175,0.058771848,0.295237851,11.47739499,0.101523403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.230690035,-29.42247587,30.46321251,138.4110665,0.507720208,2.306851109,5.300805934,-61.8,-3.26,0.910350758,NA,rain,NA,NA,NA,NA,NA,NA,Crop,NA,0,0,NA,577,3000,246,2605.056,NA,"van dorn used instead of pump, spc used instead of cond"
4D,2018-09-26,13:25:00,50.35228,-104.5745,15.7,100,11.4,"RR, NB",1.1,1.1,1.1,87.1,8.2,84.6,10.12,253.3,0.12,8.67,6.8,70.5,8.63,256.2,0.12,8.37,129.5411799,707.5,NA,NA,7.5,9,7.5,9,3,N,17.58617438,14.83596647,0.14,0.02,14.54,0.05,2300,28.798,2397.835137,23.867,1987.260616,154.54,115,45.99999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.25,22.27,0.104098496,208.9681577,11.10935823,0.716063385,339.1479749,0.641268253,0.006153158,0.271784555,10.84745539,0.053676991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.1,-3.38,1.039814271,NA,rain,NA,NA,NA,NA,NA,NA,Crop,NA,0.001100957,3.59227e-4,NA,573,575,126,809.248,NA,"van dorn used instead of pump, spc used instead of cond"
56A,2018-09-26,11:00:00,49.98368,-105.28632,12.9,95,3.3,"RR, NB",2.12,2.7,2.5,90.1,7.8,80.4,9.34,5844,3.17,8.67,15.3,21,2.02,10350,5.84,7.64,3317.120376,697.7,NA,NA,7.8,8.1,7.8,8.7,2,N,4.463093865,2.72250326,0.04,0.00933,5.86,0.04,2430,57.596,4795.670275,30.637,2550.957535,45.86,260.45,60.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845.89,315.85,166.12,0.099195954,318.6260307,16.10527203,0.186197575,11.22701602,0.019755757999999998,3.5064e-4,0.307973223,12.06383514,0.083396338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.183991937,-28.72721452,26.4591122,129.135179,0.440985203,2.152252983,5.693982007,-77.5,-6.05,0.555860731,NA,rain,NA,NA,NA,NA,NA,NA,Grassland,NA,1.11384e-4,-0.014725124,NA,708,610,142,1658.664,NA,"meromictic, van dorn used instead of pump, spc used instead of cond"
